8.2829955749264e-06,0.0
-1.1173955019670723e-05,0.0
2.3486794600569016e-05,0.0
2.3310635834938864e-05,0.0
-1.5968272024269314e-05,0.0
1.983442549535752e-05,0.0
-5.256826187960417e-06,0.0
1.8235977941705173e-05,0.0
-2.1306979478247223e-05,0.0
-2.9913570176121063e-05,0.0
-1.7777888266512498e-06,0.0
1.930770047586794e-05,0.0
-3.422202750141823e-05,0.0
-9.536818574296113e-07,0.0
-8.396692050216537e-06,0.0
-2.890064610094889e-05,0.0
-3.257737709147501e-05,0.0
4.724977337444702e-06,0.0
2.218473585308134e-05,0.0
1.2885437661314114e-06,0.0
-1.2074526158645238e-05,0.0
-1.842894682013707e-05,0.0
3.540617724699657e-05,0.0
3.969849962315308e-06,0.0
3.7388606016555692e-06,0.0
4.1156333854264204e-06,0.0
-1.6839068764096243e-05,0.0
-2.0272653582620315e-05,0.0
2.7528132005710804e-05,0.0
4.8377975892771596e-05,0.0
-2.9882013993703938e-05,0.0
-1.78360695958224e-05,0.0
-7.965279216842758e-06,0.0
1.0119875906433595e-05,0.0
2.272577664361175e-05,0.0
1.918664464689579e-05,0.0
4.346962641690877e-06,0.0
-7.445577685574745e-06,0.0
-2.7265455212421852e-05,0.0
3.17097120154982e-05,0.0
1.9293768437039782e-05,0.0
-2.4628440470686463e-05,0.0
-8.308480470675672e-06,0.0
2.035489384005773e-05,0.0
1.5031585017429017e-05,0.0
-3.272508101215266e-05,0.0
-6.506068393030695e-06,0.0
1.0044134838960161e-05,0.0
-5.423286716155218e-06,0.0
-2.130503005171036e-05,0.0
1.513550818135756e-06,0.0
1.5059147135287887e-05,0.0
-1.530000123622921e-05,0.0
5.192907118832524e-06,0.0
4.817983606558718e-05,0.0
-3.278498210468328e-06,0.0
-3.59686855543051e-06,0.0
-3.29055265082534e-05,0.0
1.6796432400156824e-05,0.0
-9.392145330244794e-06,0.0
-2.5622137068026518e-05,0.0
2.1267285973736172e-05,0.0
1.36053446181221e-05,0.0
4.820482773004731e-06,0.0
1.0202521133401143e-05,0.0
8.571736664353402e-07,0.0
-3.38802587990239e-06,0.0
-5.574747242394207e-06,0.0
9.383222350833886e-06,0.0
-3.698911133942495e-05,0.0
-3.3951724358646795e-05,0.0
-5.7822100658078135e-06,0.0
-7.83793618444606e-06,0.0
-2.78476372939096e-06,0.0
-2.260755523564306e-06,0.0
1.8328352837104767e-06,0.0
-1.4709615701158363e-05,0.0
1.0325155329976576e-05,0.0
1.4750732867885308e-05,0.0
-7.878091278168409e-06,0.0
-9.380590855728732e-06,0.0
1.0008397615016151e-05,0.0
3.4787679115133585e-07,0.0
-3.251661024300523e-06,0.0
-8.074751197129082e-07,0.0
6.387508046851176e-06,0.0
2.6891453756609784e-05,0.0
-2.3812416600654807e-05,0.0
5.284066397883216e-06,0.0
-3.3550928936754154e-06,0.0
8.658654089943596e-06,0.0
-1.0760291532074806e-05,0.0
4.608220933133289e-05,0.0
-2.404364930108649e-05,0.0
-1.3363841552871403e-05,0.0
-1.958547079294881e-06,0.0
-9.100813631479632e-06,0.0
-1.0120114306011452e-05,0.0
-2.6687811616743495e-06,0.0
1.216130321834985e-05,0.0
-1.3191657701860926e-05,0.0
7.062205461219606e-06,0.0
-2.813613180074892e-05,0.0
