2.903344518010808
2.903344518010808,2.570293627502267
2.903344518010808,2.570293627502267,2.50605433781986
2.903344518010808,2.570293627502267,2.50605433781986,2.9189855140607692
2.903344518010808,2.570293627502267,2.50605433781986,2.9189855140607692,1.9820254056409594
